Name,RA,DEC,old_tS
RCS2338_14991,358.21375,-11.580777777777778,38.98
GZ587742060519489665,144.97995833333334,16.784972222222223,21.83
RCS0047_00331,9.325833333333334,4.001805555555555,20.82
UN587739610245103741,204.03557607,31.98922717,19.5
RCS2143_12345,327.8825,2.303472222222222,19.31
RCS0047_00839,11.384166666666664,5.150027777777778,19.13
RCS2329_14411,354.41375,-0.6845555555555556,18.27
J025942.67+000141.18,44.92729167,0.02769167,17.6
RCS0357_05932,62.092083333333335,-6.396027777777778,17.5
RCS2143_10925,322.37625,0.5181388888888889,17.29
RCS1645_10462,254.50541666666663,37.20572222222223,17.23
RCS1514_07666,224.6375,9.021111111111113,17.16
MRK1066,44.99413,36.82063,16.99
RCS2329_13118,349.97375,-1.2784444444444445,16.95
GZ587739115772445135,121.24170833333332,19.31372222222222,15.87
RCS2143_11750,325.7804166666666,-0.2468888888888888,15.42
RCS0357_05940,62.14958333333334,-9.54025,14.93
RCS0133_01796,20.62166666666667,-1.1103888888888889,14.69
RCS1514_08975,232.7420833333333,7.9687222222222225,14.25
GZ587730773872345378,321.7640416666667,10.681833333333334,13.86
GZ587742014366548088,206.82354166666667,21.262083333333333,13.69
RCS0133_02857,24.6625,-0.18525,13.25
GT1237662498390737019,227.156972276282,42.6343553934108,12.85
UN587728677396873297,198.00470672,63.77145131,12.73
RCS0133_02036,21.795,-2.985472222222222,12.68
RCS0133_03156,25.357916666666668,1.5756388888888888,12.42
RCS0310_03910,45.44,-11.921666666666669,12.28
RCS2143_11312,324.2925,3.4189166666666666,12.06
GZ587741829652283518,153.10691666666665,21.953027777777777,12.04
GZ587724197207670886,23.645083333333336,13.187055555555556,11.97
GZ587739505016176650,209.72879166666667,29.576472222222225,11.9
UN587733441049788590,240.89820562,40.99027442,11.78
GZ588017702956564842,240.238625,6.658055555555556,11.59
GZ587741531697381719,136.09875,19.85680555555556,11.46
UN587737933581648321,111.73609836,41.41231892,11.43
RCS1514_08103,227.19291666666663,10.751416666666668,11.36
GZ587739646739677245,153.50675,28.06033333333333,11.31
UN587731499721949336,152.86899099,52.76180662,11.23
RCS1645_10147,252.1675,39.55727777777778,11.12
UN588017111824072802,155.71892311,44.07827862,10.96
RCS1613_09492,245.69208333333333,52.85166666666667,10.95
GZ587742627451699301,223.63341666666665,13.03513888888889,10.86
RCS1111_06824,165.9275,-5.214666666666667,10.73
RCS1645_09925,250.3308333333333,37.46291666666667,10.71
RCS2143_10547,320.59291666666667,-0.2401666666666666,10.58
GT1237651250964004981,195.00028628591,64.5729685182275,10.56
RCS2143_11625,325.355,2.372111111111112,10.46
RCS1111_06425,164.18083333333334,-3.33075,10.13
GZ587742060009685043,210.42154166666668,19.40297222222222,9.95
GZ587742775641374736,201.52475,17.833166666666667,9.77
GZ587732703409537182,175.7579583333333,8.230944444444445,9.67
GZ587742062126760270,137.06425,16.04213888888889,9.64
UN587733081341165760,152.28153354,50.69931218,9.56
RCS2329_13748,352.1379166666666,-0.3034166666666666,9.56
RCS2338_15035,358.54208333333327,-12.868305555555557,9.56
RCS2329_14681,355.3033333333333,-1.848638888888889,9.4
GZ587732050551963738,130.742125,43.63733333333333,9.37
GZ588023668092436481,170.52445833333334,18.467444444444443,9.21
UN587736584431992997,225.6952205,33.98840943,9.17
RCS0047_00186,8.733333333333333,-3.0374166666666667,9.13
UN587732135916339329,159.89818258,50.14903533,9.12
RCS2329_13045,349.2125,-1.7621944444444444,9.1
GZ588017978373111883,231.05691666666667,29.79602777777778,9.09
GZ587728947977912403,159.37400000000002,-0.6779444444444445,9.05
GZ587741391573024851,145.112625,26.21388888888889,8.94
RCS1514_07614,224.34125,7.794916666666666,8.78
RCS0310_03595,43.49,-15.254555555555555,8.76
RCS1645_10040,251.53541666666663,40.9045,8.71
UN587731869093003366,163.74159024,53.06682003,8.7
UN587736962920546483,214.99914711,33.30276557,8.67
RCS1645_10412,254.01291666666663,38.84688888888889,8.55
RCS2338_14716,355.47791666666666,-9.690888888888889,8.55
GZ587731679043387497,130.82954166666667,38.76811111111111,8.52
RCS2329_13217,350.4608333333333,-2.3140277777777776,8.46
RCS1514_07677,224.705,9.873166666666668,8.39
RCS1613_09458,245.49208333333337,53.89552777777778,8.38
RCS0357_05714,60.70333333333333,-8.832805555555556,8.36
RCS1514_08989,232.8375,6.916666666666667,8.31
GZ588013382721208796,120.32808333333334,28.830111111111112,8.29
UN588017603606151307,170.97333996,43.10366028,8.2
GZ587725470669668511,130.04641666666666,51.72680555555556,8.17
RCS0047_01140,12.722916666666666,4.482444444444445,8.1
RCS2143_12807,329.7229166666666,-1.4817222222222224,8.1
GZ588017566563500156,184.94695833333333,12.61827777777778,8.08
RCS1514_08144,227.36541666666668,7.178777777777778,8.07
GZ587739721376989325,226.0030833333333,24.10488888888889,8.06
GZ587732701257990174,166.43091666666666,6.217527777777778,8.04
HST29B_0920_050258,140.92704166666667,37.52783333333333,8.04
GZ587739457223917692,217.78704166666668,27.23675,8.0
GZ587736916748730375,211.49925,14.236555555555556,7.96
RCS1303_06994,191.5575,-4.914666666666667,7.9
GZ588017110762520671,195.551,46.60894444444445,7.83
RCS2143_11970,326.52374999999995,2.162555555555556,7.79
RCS0047_01462,14.086666666666666,4.580916666666666,7.69
UN587725474419703935,159.8451041,62.8787194,7.61
UN587725993040871781,255.37002804,38.06653624,7.61
RCS1111_06431,164.19125000000005,-4.7154444444444445,7.59
GZ587742589333144072,245.1545833333333,9.908138888888889,7.57
GZ587730817896022217,330.7595,-7.867527777777778,7.55
RCS0357_05034,57.43416666666666,-6.759111111111111,7.54
GZ588017729230143617,196.271,7.264444444444444,7.47
GZ588017704003764277,178.91345833333332,12.730944444444445,7.47
J113630.48+010220.90,174.127,1.03859444,7.38
GZ587739131341963479,205.78679166666663,35.11691666666667,7.23
RCS0310_03914,45.455,-14.53975,7.18
J234748.48-010008.53,356.952,-1.00176389,7.07
RCS2143_11710,325.64666666666665,-1.743777777777778,7.07
RCS0310_04176,47.135,-11.737944444444445,7.06
RCS2338_13579,351.6191666666667,-9.875777777777778,7.02
GZ587742062693515445,209.5398333333333,21.69802777777777,6.95
UN587736751931719935,241.55200801,32.21448404,6.92
RCS0357_05901,61.90916666666666,-10.651722222222222,6.86
RCS0133_02879,24.725416666666668,-1.4466666666666668,6.84
GZ588017625080791226,182.342125,43.77255555555556,6.83
UN587736751929753731,237.33162398,35.197429,6.81
RCS2143_12477,328.45916666666665,-4.529555555555556,6.8
GZ587742013295231243,212.52754166666665,19.69983333333333,6.8
GZ587734949665767519,152.73570833333332,11.122305555555556,6.78
RCS2329_13032,349.04375,-3.19625,6.71
RCS0310_03584,43.44125,-9.944583333333334,6.67
GZ587739810492907669,228.114625,20.651805555555555,6.66
RCS2338_13700,352.00375,-11.583277777777775,6.6
GZ587734861611139210,157.79683333333335,7.987277777777778,6.6
GZ587729777453760829,236.14533333333333,-1.7455833333333337,6.55
GZ587742568399569006,164.56629166666667,19.16294444444444,6.54
GZ587736919970939223,244.2032083333333,26.976388888888888,6.52
GZ587741815174266896,156.01145833333334,21.08055555555556,6.51
RCS0047_01778,16.159166666666668,1.7929722222222222,6.48
GZ587725491063488610,259.6467083333333,56.057138888888886,6.47
GZ587739459371270358,218.02091666666664,28.958388888888887,6.46
GZ587742062696464477,216.5271666666667,20.47497222222222,6.43
GZ587733427623166071,220.1195,54.032222222222224,6.42
GZ587727942955827420,140.00291666666666,1.268,6.4
RCS0310_03840,45.08833333333333,-15.64847222222222,6.35
GZ587741724970909786,192.0174166666667,23.86288888888889,6.35
RCS0133_03518,26.15041666666667,2.522861111111111,6.34
RCS0133_03452,26.01333333333333,-2.941027777777778,6.31
UN587734623787155600,149.4675626,42.71564506,6.3
RCS0357_05882,61.78416666666666,-8.577361111111111,6.29
RCS0047_00524,10.052916666666668,2.758888888888889,6.28
UN587738617565085870,177.00088607,37.80496431,6.23
RCS0047_00739,10.9325,2.0490555555555554,6.22
GZ587739132960702768,227.2647083333333,30.40583333333333,6.19
RCS2338_14764,356.0145833333333,-11.157444444444446,6.17
RCS0310_04807,51.30291666666666,-10.19227777777778,6.12
GZ587736915688095868,241.51787500000003,8.396055555555556,6.11
RCS1111_06622,165.07875,-5.363555555555555,6.06
GZ588017728694124600,198.13516666666663,6.866777777777778,6.06
GZ587736977416126579,222.88329166666668,32.21002777777778,6.04
RCS1645_10007,251.30375000000004,37.21122222222223,6.03
RCS2338_13194,350.37666666666667,-11.73875,6.03
GZ587722984426963008,185.71979166666668,1.03475,6.02
RCS2338_14452,354.51625,-12.783,5.97
RCS2143_11380,324.5604166666667,-3.117777777777778,5.95
RCS1514_07804,225.34750000000005,8.03411111111111,5.92
RCS0133_03378,25.84166666666667,0.6135555555555555,5.91
RCS0047_00641,10.447083333333332,-3.092027777777778,5.9
RCS0357_05779,61.126666666666665,-11.109444444444444,5.9
RCS1040_06202,160.23333333333335,59.73158333333333,5.9
GZ587745243088355453,143.59075,14.486833333333331,5.9
GZ588016878291714208,129.512125,26.86202777777778,5.88
GZ588017702949355901,223.8237083333333,9.239166666666666,5.88
RCS2143_11354,324.47375000000005,-0.9304166666666668,5.87
RCS0133_02614,23.27625,-2.742166666666667,5.86
GZ587739377231528261,126.52595833333334,20.417944444444444,5.86
RCS0047_00217,8.869583333333335,3.0966944444444446,5.84
RCS0357_05616,60.26875,-11.0605,5.84
RCS0047_01354,13.60125,1.0360833333333337,5.81
GZ587722982817661105,188.8238333333333,-0.2656388888888888,5.79
RCS1040_06220,160.61916666666664,60.67558333333333,5.77
RCS1613_09315,243.42541666666665,56.613416666666666,5.77
GZ587739809409859691,205.484625,25.11169444444445,5.75
GZ587725590382903536,260.68129166666665,62.17366666666666,5.74
UN587725589309030668,258.82362105,62.14013717,5.68
GT1237655465384214778,208.587749054334,60.8964333421045,5.68
GZ587745540509663547,131.12408333333332,10.777333333333337,5.65
RCS0310_04484,48.84833333333333,-16.85327777777778,5.64
GZ587731868561768557,185.6905,54.535694444444445,5.63
GZ587734863757639690,155.32583333333332,9.40775,5.61
UN588011124120748117,217.52036748,58.70846715,5.55
GZ587739096450269339,178.29358333333332,36.33222222222223,5.55
GZ587742060549898465,218.4705416666667,18.381833333333333,5.55
RCS2329_13013,348.7958333333333,-0.7283055555555555,5.52
UN587725469597434077,134.90710496,53.56390011,5.51
RCS1040_06270,162.04875,59.76258333333333,5.51
RCS2143_12662,329.18583333333333,-2.6046666666666667,5.5
MN614,208.00916666666663,66.83891666666666,5.5
RCS1040_06289,162.69208333333333,55.68794444444444,5.47
RCS2143_12382,328.0504166666667,0.8673611111111111,5.45
UN587735044690477141,138.33748498,35.45072407,5.43
RCS0133_02074,21.877916666666664,1.6918055555555556,5.43
UN587733423870574698,212.79049021,56.63660142,5.41
RCS0310_03604,43.55375,-10.80652777777778,5.41
GZ587729158427967586,191.08979166666663,4.427555555555556,5.41
UN587739408378888225,147.50322551,30.06139338,5.38
UN588017111834886174,191.05784008,47.96859924,5.38
RCS0357_05239,58.46458333333333,-8.570694444444444,5.37
RCS2143_11809,325.98958333333326,0.5436944444444445,5.35
GZ587738067261980988,110.67033333333332,41.476083333333335,5.35
RCS0357_05891,61.85958333333333,-7.716777777777778,5.34
RCS2329_12931,347.90958333333333,-2.190611111111111,5.32
RCS2338_14930,357.69083333333333,-13.156638888888889,5.3
GZ587727876380754076,355.43962500000004,-8.668888888888889,5.29
GZ587736803470672059,193.19083333333336,14.150805555555555,5.26
RCS2143_12109,327.02583333333337,-4.627916666666668,5.25
GZ587736916217692365,224.9745,11.880722222222223,5.25
GZ587739405700169872,162.67600000000002,31.855444444444444,5.23
J154203.84+000536.68,235.5155,0.09365833,5.22
RCS0357_05671,60.5,-7.26325,5.21
GZ587745540517789851,149.69958333333335,14.757305555555556,5.21
GZ587741724964094066,174.99200000000002,23.73963888888889,5.2
UN587729652889158023,254.85266967,33.42431163,5.19
RCS2329_14359,354.17,1.5002777777777778,5.19
RCS0047_00982,12.09375,0.3819999999999999,5.18
RCS2143_12304,327.7270833333333,-4.107444444444444,5.18
GZ587742577515429988,183.39325,20.5575,5.14
UN588017603610607665,184.90709229,43.99014726,5.13
RCS0310_04886,51.72416666666668,-15.088805555555556,5.12
GZ587741533325885498,180.015375,30.315194444444444,5.11
GZ587742902328885309,195.6627083333333,16.619333333333334,5.1
GZ588017728689864841,188.38545833333336,6.866083333333333,5.04
RCS0357_05456,59.43625,-10.858611111111111,5.03
RCS2143_12891,330.03041666666667,0.5819444444444444,5.03
RCS0310_03835,45.025,-10.952,5.02
RCS0133_02560,23.1425,0.4188055555555556,5.01
UN587736940911001735,222.47543672,33.19830763,4.99
GZ587735240106901615,145.49912500000002,37.12041666666666,4.98
RCS2329_14690,355.3258333333333,-3.1598333333333333,4.97
RCS2143_11237,323.9245833333333,1.986805555555556,4.96
GZ587739810501361898,246.9620833333333,13.58575,4.96
GZ587742863676473544,181.80004166666663,16.967305555555555,4.96
RCS2338_14329,354.08875000000006,-9.485194444444444,4.95
GZ587732772663001171,175.248375,10.717777777777778,4.95
RCS0310_04568,49.675,-14.799083333333334,4.94
RCS2338_14099,353.29041666666666,-9.938777777777778,4.94
RCS2338_14621,355.0791666666667,-10.759416666666668,4.94
J000646.74-003652.62,1.69445833,-0.61535,4.9
RCS1303_07451,195.80375,-5.355305555555555,4.9
GZ587730773884928048,350.94625,14.32011111111111,4.89
RCS1111_06371,163.9175,-2.5655277777777776,4.88
UN587739157653029036,146.63855632,30.89349092,4.86
RCS0047_01203,13.005416666666669,-3.648527777777778,4.86
GZ587742611346751704,235.8765,11.539027777777775,4.86
GZ587741601497809050,191.67554166666667,26.96558333333333,4.83
RCS2143_12236,327.50625,-2.652111111111111,4.82
GZ588010358543876313,167.50175,4.258722222222223,4.79
GZ588017704012742814,199.95741666666663,12.326555555555556,4.78
UN588011219143229595,234.21210352,52.25623111,4.77
GZ587729774217461967,202.71016666666668,-1.8575277777777777,4.77
UN587728676860592227,200.79046025,63.0023066,4.75
RCS2329_14667,355.25416666666666,-0.5805,4.75
UN587725817501057351,242.6824616,52.09218773,4.74
UN587736620397101101,237.74726588,29.92335688,4.72
GZ588017979449737417,238.07875,27.47608333333333,4.72
RCS0047_00803,11.242916666666666,0.8461388888888889,4.66
RCS1514_08270,227.9675,7.788666666666667,4.66
RCS2143_12889,330.02458333333334,-2.2251944444444445,4.65
GZ588297863648051342,150.94295833333334,41.59952777777778,4.64
RCS0047_00954,11.89875,-1.7666666666666666,4.63
GT1237663783136985126,30.426611213419,-0.805415650622074,4.63
RCS1514_08329,228.2170833333333,6.911694444444445,4.61
RCS0310_04461,48.715,-14.736027777777776,4.6
RCS1613_09342,243.76125,54.54030555555556,4.59
GZ587742012751741102,196.39529166666668,21.13580555555556,4.58
RCS1514_08938,232.44166666666663,5.730861111111111,4.57
GZ587738411397808328,147.055375,12.71661111111111,4.57
GT1237667252917895553,126.454348684688,15.7634626896442,4.57
UN588017605768511668,217.33957955,40.94799208,4.55
GZ587738616490754180,175.54162499999998,36.71011111111111,4.54
GZ587730774410068222,323.6574166666667,11.42086111111111,4.54
RCS2143_10784,321.78791666666666,-1.2479722222222225,4.53
UN587725552292200586,217.85367378,64.32302688,4.52
GZ588017604688936975,199.52629166666668,43.95558333333334,4.52
GZ587724648181071995,174.89695833333334,-3.442055555555556,4.51
RCS2338_14117,353.3495833333334,-5.349277777777777,4.49
GZ587736542548000905,198.754125,9.746055555555555,4.49
RCS0310_04684,50.55875,-15.2165,4.47
GT1237667109574279383,126.096860827979,19.2120136379193,4.47
RCS0357_05724,60.75625,-9.721388888888889,4.46
RCS0310_03589,43.46666666666667,-14.282472222222223,4.44
RCS1645_10267,252.85458333333327,38.696888888888886,4.44
GZ587741721209995356,186.786,26.95936111111111,4.44
RCS0133_02712,24.32375,1.1149444444444443,4.43
RCS0047_01602,15.258333333333333,4.364916666666666,4.42
UN587739406236450949,160.99841438,31.85938329,4.41
UN587725505559396589,261.90905134,55.5670763,4.38
RCS2338_13793,352.25125,-12.666472222222222,4.37
GZ587741603104293031,180.9904583333333,28.467666666666663,4.36
MCG-02-12-012,66.04796,-12.27189,4.36
RCS0133_02636,23.495416666666667,-1.154361111111111,4.35
UN587733429234630699,223.87353735,54.02019928,4.32
GZ587739720833630298,210.0785,27.74288888888889,4.31
RCS1040_06062,156.45624999999998,55.766777777777776,4.3
GZ587741709956874367,175.45816666666667,27.896555555555555,4.3
RCS2143_11154,323.37708333333336,2.853388888888889,4.29
UN587735743150227548,234.1251177,35.34217386,4.26
