Name,RA,DEC
RCS2338_14991,358.21375,-11.580777777777778
GZ587742060519489665,144.97995833333334,16.784972222222223
RCS0047_00331,9.325833333333334,4.001805555555555
UN587739610245103741,204.03557607,31.98922717
RCS2143_12345,327.8825,2.303472222222222
RCS0047_00839,11.384166666666664,5.150027777777778
RCS2329_14411,354.41375,-0.6845555555555556
J025942.67+000141.18,44.92729167,0.02769167
RCS0357_05932,62.092083333333335,-6.396027777777778
RCS2143_10925,322.37625,0.5181388888888889
RCS1645_10462,254.50541666666663,37.20572222222223
RCS1514_07666,224.6375,9.021111111111113
MRK1066,44.99413,36.82063
RCS2329_13118,349.97375,-1.2784444444444445
GZ587739115772445135,121.24170833333332,19.31372222222222
RCS2143_11750,325.7804166666666,-0.2468888888888888
RCS0357_05940,62.14958333333334,-9.54025
RCS0133_01796,20.62166666666667,-1.1103888888888889
RCS1514_08975,232.7420833333333,7.9687222222222225
GZ587730773872345378,321.7640416666667,10.681833333333334
GZ587742014366548088,206.82354166666667,21.262083333333333
RCS0133_02857,24.6625,-0.18525
GT1237662498390737019,227.156972276282,42.6343553934108
UN587728677396873297,198.00470672,63.77145131
RCS0133_02036,21.795,-2.985472222222222
RCS0133_03156,25.357916666666668,1.5756388888888888
RCS0310_03910,45.44,-11.921666666666669
RCS2143_11312,324.2925,3.4189166666666666
GZ587741829652283518,153.10691666666665,21.953027777777777
GZ587724197207670886,23.645083333333336,13.187055555555556
GZ587739505016176650,209.72879166666667,29.576472222222225
UN587733441049788590,240.89820562,40.99027442
GZ588017702956564842,240.238625,6.658055555555556
GZ587741531697381719,136.09875,19.85680555555556
UN587737933581648321,111.73609836,41.41231892
RCS1514_08103,227.19291666666663,10.751416666666668
GZ587739646739677245,153.50675,28.06033333333333
UN587731499721949336,152.86899099,52.76180662
RCS1645_10147,252.1675,39.55727777777778
UN588017111824072802,155.71892311,44.07827862
RCS1613_09492,245.69208333333333,52.85166666666667
GZ587742627451699301,223.63341666666665,13.03513888888889
RCS1111_06824,165.9275,-5.214666666666667
RCS1645_09925,250.3308333333333,37.46291666666667
RCS2143_10547,320.59291666666667,-0.2401666666666666
GT1237651250964004981,195.00028628591,64.5729685182275
RCS2143_11625,325.355,2.372111111111112
RCS1111_06425,164.18083333333334,-3.33075
GZ587742060009685043,210.42154166666668,19.40297222222222
GZ587742775641374736,201.52475,17.833166666666667
GZ587732703409537182,175.7579583333333,8.230944444444445
GZ587742062126760270,137.06425,16.04213888888889
UN587733081341165760,152.28153354,50.69931218
RCS2329_13748,352.1379166666666,-0.3034166666666666
RCS2338_15035,358.54208333333327,-12.868305555555557
RCS2329_14681,355.3033333333333,-1.848638888888889
GZ587732050551963738,130.742125,43.63733333333333
GZ588023668092436481,170.52445833333334,18.467444444444443
UN587736584431992997,225.6952205,33.98840943
RCS0047_00186,8.733333333333333,-3.0374166666666667
UN587732135916339329,159.89818258,50.14903533
RCS2329_13045,349.2125,-1.7621944444444444
GZ588017978373111883,231.05691666666667,29.79602777777778
GZ587728947977912403,159.37400000000002,-0.6779444444444445
GZ587741391573024851,145.112625,26.21388888888889
RCS1514_07614,224.34125,7.794916666666666
RCS0310_03595,43.49,-15.254555555555555
RCS1645_10040,251.53541666666663,40.9045
UN587731869093003366,163.74159024,53.06682003
UN587736962920546483,214.99914711,33.30276557
RCS1645_10412,254.01291666666663,38.84688888888889
RCS2338_14716,355.47791666666666,-9.690888888888889
GZ587731679043387497,130.82954166666667,38.76811111111111
RCS2329_13217,350.4608333333333,-2.3140277777777776
RCS1514_07677,224.705,9.873166666666668
RCS1613_09458,245.49208333333337,53.89552777777778
RCS0357_05714,60.70333333333333,-8.832805555555556
RCS1514_08989,232.8375,6.916666666666667
GZ588013382721208796,120.32808333333334,28.830111111111112
UN588017603606151307,170.97333996,43.10366028
GZ587725470669668511,130.04641666666666,51.72680555555556
RCS0047_01140,12.722916666666666,4.482444444444445
RCS2143_12807,329.7229166666666,-1.4817222222222224
GZ588017566563500156,184.94695833333333,12.61827777777778
RCS1514_08144,227.36541666666668,7.178777777777778
GZ587739721376989325,226.0030833333333,24.10488888888889
GZ587732701257990174,166.43091666666666,6.217527777777778
HST29B_0920_050258,140.92704166666667,37.52783333333333
GZ587739457223917692,217.78704166666668,27.23675
GZ587736916748730375,211.49925,14.236555555555556
RCS1303_06994,191.5575,-4.914666666666667
GZ588017110762520671,195.551,46.60894444444445
RCS2143_11970,326.52374999999995,2.162555555555556
RCS0047_01462,14.086666666666666,4.580916666666666
UN587725474419703935,159.8451041,62.8787194
UN587725993040871781,255.37002804,38.06653624
RCS1111_06431,164.19125000000005,-4.7154444444444445
GZ587742589333144072,245.1545833333333,9.908138888888889
GZ587730817896022217,330.7595,-7.867527777777778
RCS0357_05034,57.43416666666666,-6.759111111111111
GZ588017729230143617,196.271,7.264444444444444
GZ588017704003764277,178.91345833333332,12.730944444444445
J113630.48+010220.90,174.127,1.03859444
GZ587739131341963479,205.78679166666663,35.11691666666667
RCS0310_03914,45.455,-14.53975
J234748.48-010008.53,356.952,-1.00176389
RCS2143_11710,325.64666666666665,-1.743777777777778
RCS0310_04176,47.135,-11.737944444444445
RCS2338_13579,351.6191666666667,-9.875777777777778
GZ587742062693515445,209.5398333333333,21.69802777777777
UN587736751931719935,241.55200801,32.21448404
RCS0357_05901,61.90916666666666,-10.651722222222222
RCS0133_02879,24.725416666666668,-1.4466666666666668
GZ588017625080791226,182.342125,43.77255555555556
UN587736751929753731,237.33162398,35.197429
RCS2143_12477,328.45916666666665,-4.529555555555556
GZ587742013295231243,212.52754166666665,19.69983333333333
GZ587734949665767519,152.73570833333332,11.122305555555556
RCS2329_13032,349.04375,-3.19625
RCS0310_03584,43.44125,-9.944583333333334
GZ587739810492907669,228.114625,20.651805555555555
RCS2338_13700,352.00375,-11.583277777777775
GZ587734861611139210,157.79683333333335,7.987277777777778
GZ587729777453760829,236.14533333333333,-1.7455833333333337
GZ587742568399569006,164.56629166666667,19.16294444444444
GZ587736919970939223,244.2032083333333,26.976388888888888
GZ587741815174266896,156.01145833333334,21.08055555555556
RCS0047_01778,16.159166666666668,1.7929722222222222
GZ587725491063488610,259.6467083333333,56.057138888888886
GZ587739459371270358,218.02091666666664,28.958388888888887
GZ587742062696464477,216.5271666666667,20.47497222222222
GZ587733427623166071,220.1195,54.032222222222224
GZ587727942955827420,140.00291666666666,1.268
RCS0310_03840,45.08833333333333,-15.64847222222222
GZ587741724970909786,192.0174166666667,23.86288888888889
RCS0133_03518,26.15041666666667,2.522861111111111
RCS0133_03452,26.01333333333333,-2.941027777777778
UN587734623787155600,149.4675626,42.71564506
RCS0357_05882,61.78416666666666,-8.577361111111111
RCS0047_00524,10.052916666666668,2.758888888888889
UN587738617565085870,177.00088607,37.80496431
RCS0047_00739,10.9325,2.0490555555555554
GZ587739132960702768,227.2647083333333,30.40583333333333
RCS2338_14764,356.0145833333333,-11.157444444444446
RCS0310_04807,51.30291666666666,-10.19227777777778
GZ587736915688095868,241.51787500000003,8.396055555555556
RCS1111_06622,165.07875,-5.363555555555555
GZ588017728694124600,198.13516666666663,6.866777777777778
GZ587736977416126579,222.88329166666668,32.21002777777778
RCS1645_10007,251.30375000000004,37.21122222222223
RCS2338_13194,350.37666666666667,-11.73875
GZ587722984426963008,185.71979166666668,1.03475
RCS2338_14452,354.51625,-12.783
RCS2143_11380,324.5604166666667,-3.117777777777778
RCS1514_07804,225.34750000000005,8.03411111111111
RCS0133_03378,25.84166666666667,0.6135555555555555
RCS0047_00641,10.447083333333332,-3.092027777777778
RCS0357_05779,61.126666666666665,-11.109444444444444
RCS1040_06202,160.23333333333335,59.73158333333333
GZ587745243088355453,143.59075,14.486833333333331
GZ588016878291714208,129.512125,26.86202777777778
GZ588017702949355901,223.8237083333333,9.239166666666666
RCS2143_11354,324.47375000000005,-0.9304166666666668
RCS0133_02614,23.27625,-2.742166666666667
GZ587739377231528261,126.52595833333334,20.417944444444444
RCS0047_00217,8.869583333333335,3.0966944444444446
RCS0357_05616,60.26875,-11.0605
RCS0047_01354,13.60125,1.0360833333333337
GZ587722982817661105,188.8238333333333,-0.2656388888888888
RCS1040_06220,160.61916666666664,60.67558333333333
RCS1613_09315,243.42541666666665,56.613416666666666
GZ587739809409859691,205.484625,25.11169444444445
GZ587725590382903536,260.68129166666665,62.17366666666666
UN587725589309030668,258.82362105,62.14013717
GT1237655465384214778,208.587749054334,60.8964333421045
GZ587745540509663547,131.12408333333332,10.777333333333337
RCS0310_04484,48.84833333333333,-16.85327777777778
GZ587731868561768557,185.6905,54.535694444444445
GZ587734863757639690,155.32583333333332,9.40775
UN588011124120748117,217.52036748,58.70846715
GZ587739096450269339,178.29358333333332,36.33222222222223
GZ587742060549898465,218.4705416666667,18.381833333333333
RCS2329_13013,348.7958333333333,-0.7283055555555555
